書名,作者,分類,狀態,按讚數,出版社,tag(最多五個),,,,,連結,簡介
神魔變(13)Head Of The Line（誰領風騷）(END),白夜,武俠玄幻,完結,0,飛燕文創,武俠,玄幻,,,,https://mojoin.com/novels/3610,"神族與魔族現蹤，強大帝國一夕崩解，
諸族各國必須屏除成見合作才能對抗。
至親驟逝讓薩摩決心根絕後患，此番豪賭成敗難料！
神族與魔族錯綜複雜的權力爭奪、神王與魔王的恩怨情仇、
神族不為人知的秘密、薩摩的新人生、世界的新格局，
盡在神魔變完結篇！"
神魔變(12)The Respective Calculations（各自盤算）,白夜,武俠玄幻,完結,0,飛燕文創,武俠,玄幻,,,,https://mojoin.com/novels/3609,"北方大陸、里爾公國、巴耶帝國，各處風起雲湧，危機四伏，
薩摩如何機變百出，翻手扭轉乾坤，解開困局？
魔王甦醒，為薩摩的命運投下變數。
入魔？出魔？薩摩站在抉擇的十字路口……
神魔族中，各擁山頭，各懷機心，朝薩摩一步步逼近，
薩摩發現，若他想守住自己，守住琉璃，
必須用盡所有可能的辦法……"
神魔變(11)False or True（虛實之間）,白夜,武俠玄幻,完結,0,飛燕文創,武俠,玄幻,,,,https://mojoin.com/novels/3608,"被神族所救，薩摩不得不正視自己的身分，於是返回學院第一件事，便是造訪神秘的黑塔，豈料遇上個性古怪的囌囉……
神能周天初體驗，薩摩在精神深處迷了路，卻遇上了無法想像的人……
為了龍人族、為了精靈人族、為了愛他的和他愛的人……
是時候決定自己的道路了！
里爾公國、獸人族、龍人族，大戰正是時候……
且看他將陰謀一一揭露！"
神魔變(09)AFTERMATH（餘波盪漾）,白夜,武俠玄幻,完結,0,飛燕文創,武俠,玄幻,,,,https://mojoin.com/novels/3600,"敵人步步進逼，狂亂中，魔刀再現！
陷入迷亂的薩摩，命在旦夕的琉璃，龐希爾斯火中取粟，只為謀得一線生機！
被迫發下血誓的龐希爾斯、成為魔眼之靈的渥德，薩摩的身分呼之欲出！
龐龐再現，琉璃的災厄竟是其來有自？
學院危機再升溫，視察團到來，陰謀一角初顯，學院眾人進退兩難！
欲知詳情，請見神魔變第九集─餘波盪漾！"
神魔變(08)Flickering Shadows of Demon（魔影幢幢）,白夜,武俠玄幻,完結,0,飛燕文創,武俠,玄幻,,,,https://mojoin.com/novels/3589,"為了尋找琉璃，薩摩走過一個個奴隸團。血海中，驚見魔影。
為了探尋神秘的「龍社」行蹤，意外揭露了魔族的陰謀。
孤身一人的薩摩，如何能全身而退？
與琉璃重逢，可那伴著她的人卻是……！
命運讓兩人再度周折，要如何才能無憾？
欲知詳情，請見神魔變第八集─魔影幢幢！"
神魔變(07)The Clue（初現端倪）,白夜,武俠玄幻,完結,0,飛燕文創,武俠,玄幻,,,,https://mojoin.com/novels/3588,"為了快速提升眾人實力，學院破例動用了「獸圈」！
在精神錯亂的迷亂中，一切都失去了控制，薩摩面臨身分曝露的危機！
同一時間，落入人口販子之手的琉璃也岌岌可危！危急之際，誰來解救？
欲知詳情，請見神魔變第七集─初現端倪！"
神魔變(06)Unpredictable Storm（風雲詭譎）,白夜,武俠玄幻,完結,0,飛燕文創,武俠,玄幻,,,,https://mojoin.com/novels/3577,"緊接而來的第二關測試，薩摩的超常成績引人側目！學院眾師長要如何安排薩摩等人？
墨君和馬索沃背後，流亡之島竟是另有勢力？就連奴里諾達恩也不單純？
重重謎團，暗潮洶湧，偏偏這時候的學院也只是風雨前的寧靜，為了因應即將到來的危機，院長樊勞瑞做了一個令人意外的決定……！"
神魔變(05)Conflict＆Newborn（考驗的旅途）,白夜,武俠玄幻,完結,10,飛燕文創,武俠,玄幻,,,,https://mojoin.com/novels/3576,"從塔里沙港出發，蘭普頓魔武學院的新生考驗第一關正式展開。薩摩等人不按常理出牌，打亂學院部屬。
東陸軍團參與學院新生考核，是協助還是介入？
在有心人的操作下，一介小兵如何敵得過身為龍人族精英的尼路等人？兩方遭遇會擦出什麼令人意外的火花？
魔獸天堂中的薩摩，再度發現能量的奧秘，並偶遇神秘的斑夏達。
一人一獸相偕抵達蘭普頓魔武學院，又將掀起怎樣的風浪？"
神魔變(04)Conflict＆Newborn（衝突與新生）,白夜,武俠玄幻,完結,0,飛燕文創,武俠,玄幻,,,,https://mojoin.com/novels/3563,"薩摩終於從沉睡中醒來，得知琉璃香消玉殞，幾乎崩潰……
圖甦與薩摩的衝突，一觸即發！
鎖魂池與聖靈岩有什麼祕密，為何能化腐朽為神奇？嗒嗒長老的實驗會成功嗎？
薩摩與六衛再度踏入人類國家，目的為何？"
神魔變(03)The Price Of Growth（成長的代價）,白夜,武俠玄幻,完結,0,飛燕文創,武俠,玄幻,,,,https://mojoin.com/novels/3562,"好不容易回模里邦聯，怎麼好好地看個夜景都能惹事？
龐龐的出現讓薩摩平靜的生活掀起波瀾，他還能安心尋找琉璃嗎？
幾番曲折，兩人終能得見？
龐龐不願虛擲青春，為達目的，不擇手段，不料弄巧成拙，竟將薩摩和琉璃推向危機！"
魂鬥士：變亂(12)毀滅與新生(END),諸戈,武俠玄幻,完結,0,飛燕文創,武俠,玄幻,,,,https://mojoin.com/novels/3559,"元帥陣亡，皇帝隕落。
大仇得報，這個世界上誰還能阻止我魔神王！
我是尼斯，我是風飛揚，我是毀滅世界的大魔王，在我所過之處，將是所有人的終點。
沒有人能夠阻止。
是生存還是毀滅？這是最後的戰鬥，一切終將畫上句點。

《魂鬥士》殺青慶功宴上──
風飛揚：「我要去《淒厲人妻》的劇組報到啦，導演說我無神放空的樣子演夾在兩女間的男人剛剛好。」
魔：「《魔戒》找我演『乾到膚』，雖然要畫老妝，不過光聽片名就知道我是主角嘛！哇哈哈哈哈……」
蕭哭：「我去《馴龍糟糕手》跑『龍』套……」
莎士比亞：「太陽劇團高薪聘請我去當顧問喲。」
妲己：「有演藝經紀公司要幫我、紫倫、鳳心、咲月組女子天團唷！對了，剛才有個黑大個遞名片給我，說他來自神盾局……」
"
魂鬥士：變亂(11)死鬥,諸戈,武俠玄幻,完結,0,飛燕文創,武俠,玄幻,,,,https://mojoin.com/novels/3558,"混蛋！該死的多塞納教皇，把我逼入了死路，老子不想死，老子和尼斯徹底融合，老子要你死！
可是……
失去意識，變成六親不認的殺戮機器，這真的不是我想要的……

白癡風飛揚，先是失憶的小哭，然後是失去意識的你，本大爺是保姆嗎？一天到晚要照顧你們這些廢材！
不過無所謂了，英雄總是忙碌的，反正到最終還是要本大爺親自出馬，看堂堂魔神王我一手扭轉乾坤！先殺元帥再殺皇帝，然後本大爺要把風飛揚你這個白癡轟成渣啊！

被斷頭的正太小皇子：「猜猜我是誰？哦～～呵呵呵呵～～」
作者諸戈：「滾！本書不走靈異恐怖路線！」"
神魔變(02)First Sign Of Budding Talent（初試鋒芒）,白夜,武俠玄幻,完結,0,飛燕文創,武俠,玄幻,,,,https://mojoin.com/novels/3552,"六衛終於齊聚，琉璃為何不告而別？
為了找回琉璃，七人踏上旅途，千里迢迢前往伊闊利市。
晶匠阿瓜達、奴隸谷韃、人族嬌嬌女麻宓、唯恐天下不亂的院長鈕克多……
自由港鑑院，即將風起雲湧。"
神魔變(01)The Beginning Of Destiny（宿命之始）,白夜,武俠玄幻,完結,0,飛燕文創,武俠,玄幻,,,,https://mojoin.com/novels/3551,"相斥的血脈，近乎不可能的結合，使薩摩一出生就帶著雙守護精靈與高階龍人的光環，但也使他必須承受能量失衡的折磨。
當精靈人族與龍人族聚焦在年幼的薩摩身上時，命運使他和流亡到此的琉璃相遇。
噬巫的身分成了薩摩的救贖，牽引著薩摩一步步走向宿命的道路。
風眼四年，以及神劍和魔刀的出世，為薩摩與平靜已久的新世界帶來翻天覆地的改變……傳說中的神族與魔族是否真的存在？"
魂鬥士：變亂(10)光明聖女,諸戈,武俠玄幻,完結,0,飛燕文創,武俠,玄幻,,,,https://mojoin.com/novels/3548,"改進版的戰爭傀儡？有點太誇張了吧，生化武器在魔幻世界裡亂入？龐克和水月你們真是太有創意了。
本少爺真是掃把星的命啊，走到哪裡麻煩纏身到哪裡。
那個水月妳不要笑，妳也好不到哪裡去，背後靈嗎？哪裡都能撞到妳。
至於雷帝，跟我搶女人？不是在開玩笑吧？我可是主角！主角！跟主角搶女人能有好下場嗎？就算你是超限級的又怎麼樣！
我……我還真打不過他……

因費大主教：「水月妳到底要站在哪一邊？」
水月（無視貌）：「你知道我在找你嗎，你如果真的在乎我，又怎會讓無盡的夜陪我度過……想你了，龐克……」"
魂鬥士：變亂(09)屠龍之旅,諸戈,武俠玄幻,完結,0,飛燕文創,武俠,玄幻,,,,https://mojoin.com/novels/3547,"屠龍嘍，這個世界上唯一的一條龍哦。唔，或者說是一個人也可以啦。
不過小哭，你能不能不要這麼猛啊，這麼多人群毆你一個，你把我們打得屁滾尿流算什麼？我是主角好不好，不要這樣搶戲啊！（魔：第一集封面是你還不滿足嗎？）一男兩女的怨念。
唉！人生自是有情痴，可惜愛到大白痴。
竟然把小哭當寵物養，戈美妳這惡毒的女人等著下地獄吧！不過，把整個伊甸園當做愛情的陪葬品，小哭你玩得太大啦……

沉睡的蕭哭變成失憶男──
小風：「我們現在應該怎麼做？」
魔表示：「失去記憶？打到他恢復記憶好了。」
咲月表示：「殺了他，好不好？」
鳳心表示：「打暈帶出場。」"
魂鬥士：變亂(08)欽差大臣,諸戈,武俠玄幻,完結,0,飛燕文創,武俠,玄幻,,,,https://mojoin.com/novels/3538,"被擊潰了，又重生了。我風飛揚，可是沒有那麼容易死呢！
雖然付出的代價是和噁心的尼斯融合為一體，並且失去了力量，但是卻找回了曾經被無良老頭封印的記憶，以前的我，可不是一般的人呀……鳳心、魔、咲月，再加上天才的本少爺，應該足夠將小哭打得屁滾尿流哭爹喊娘吧？

這小子竟敢對我下殺手，我一定要打腫他的屁股啊！不過目前，還是要先解決討厭的天使軍團……"
魂鬥士：變亂(07)再見故人,諸戈,武俠玄幻,完結,0,飛燕文創,武俠,玄幻,,,,https://mojoin.com/novels/3537,"狗屎的海妖城堡！
我只想要那一千枚金幣好不好？什麼聖物都是狗屁，不要每次都把我捲入這些陰謀行嗎？這樣我很為難啊……

什麼潘多拉、什麼伊甸園、什麼水月……你們不要這樣亂入呀，我只不過是想去找小哭，能不牽涉到我咩？
帶著絕世睡美人和堂堂海皇落跑，這就是雞婆換來的狼狽代價嗎？
一等公爵、拿統帥令，這些都沒用。還有光明聖女的畫像，這女人越看越眼熟。

真的見到小哭了，可是……
小哭，你為什麼，要殺我……"
天地萬年情(06)悲歡離合(END),燕南飛,武俠玄幻,完結,0,飛燕文創,武俠,玄幻,,,,https://mojoin.com/novels/3506,"劉羽臻與羈羅的萬年情仇，終是前嫌盡釋。奈何魔帝雷爾從中作梗，逼迫身為羈羅一魂的白顏瑜魔化，魔化後的白顏瑜若與羈羅融合，羈羅終將成魔……
眼看婚期漸近，劉羽臻卻鬱鬱寡歡，因為她想起了整個計畫的前因後果……
染血的嫁衣、動人的歌聲，百姓們聞之動容。這日民間的傳說又再添一樁──白色的花瓣，是黑龍尊者為愛而流的眼淚……"
天地萬年情(05)破鏡重圓,燕南飛,武俠玄幻,完結,0,飛燕文創,武俠,玄幻,,,,https://mojoin.com/novels/3505,"一場陰謀，讓不知情的劉羽臻被打入天牢！
劉羽臻一直把白顏瑜當作朋友，沒想到他對她懷有那樣強烈的恨意，更沒想過白顏瑜竟是羈羅的五覺之一！
沒見到白顏瑜之前，她不願畫押，然而反抗的結果，卻是讓女獄卒割斷了右手筋。她……不能再畫畫了！
好吧！如果她的死，能夠將這數萬年來的愛恨情仇完全償還，她願意承受。羈羅，縱使死後還有靈魂，我們也不再相見……永遠！"
天地萬年情(04)痛徹心扉,燕南飛,武俠玄幻,完結,0,飛燕文創,武俠,玄幻,,,,https://mojoin.com/novels/3496,"羈羅是矛盾的，劉羽臻也是，明知不該接近白駒逸，卻不想放手……
羈羅殘忍的報復，波及無辜的百姓。

一場痛徹心扉的抉擇，令劉羽臻升起隱世的念頭，告別繁華的城市，遁入淳樸的鄉村……
原以為逃離羈羅，可以重新生活，卻沒想到陰錯陽差入了宮，當了個九品官，甚至住入白顏瑜的府邸，成了他的食客！
面對返回王城找尋她的羈羅、施上詭計逼她現身的古靖煌，劉羽臻該怎麼辦呢？"
天地萬年情(03)至死不渝,燕南飛,武俠玄幻,完結,0,飛燕文創,武俠,玄幻,,,,https://mojoin.com/novels/3495,"從莫名其妙的穿越，到被傳說中的魔物羈羅追殺……
劉羽臻認為自己是名受害者，然而記憶回籠，讓她陷入前所未有的矛盾情感……

原來，她和羈羅曾經深深相愛。熾烈的愛，卻是毀滅的開端。
因為險些失去，所以她選擇放手，殊不知反而造就現在的局面──割捨不下的愛情，剪不斷，理還亂……

明白前因後果的劉羽臻，面對同樣是羈羅的靈魂──溫柔深情的白駒逸，她躊躇了……"
天地萬年情(02)命運流轉,燕南飛,武俠玄幻,完結,0,飛燕文創,武俠,玄幻,,,,https://mojoin.com/novels/3494,"什麼！旭崢兄竟然是羈羅的視覺之魂！
不管了，就算溫柔的旭崢兄是羈羅大魔王的魂魄，她也不怕……

劉羽臻決定與趙旭崢一同離開王城，卻在近郊地方見到一群想偷她檔車的人，為首者竟是古靖煌！

意外變身，令她得以施法離開這個世界。
孰料，就在她穿梭宇宙，尋找地球之際，見到立於宇宙之中的羈羅！

在不可抗拒的因素之下，劉羽臻回到凡紹界。
原以為至少有趙旭崢的陪伴可以是快樂的，誰知道發生了一件意想不到的事情……"
天地萬年情(01)初來乍到,燕南飛,武俠玄幻,完結,0,飛燕文創,武俠,玄幻,,,,https://mojoin.com/novels/3493,"萬年前，漫天紅血，天地毀滅；萬年後，神祇再造，人民安居。
然，毀天滅地的魔物羈羅已經甦醒，殊不知他是神非魔，是這個世界的初創之神。
愛極好友錦玥，卻被錦玥親手封印兩萬年之久。愛多深，恨便有多濃……

撲朔迷離的前世，跨越萬年的時間軸，剪不斷，理還亂，恨與愛的矛盾，反覆糾纏。
然而這一切，到底是誰忘了誰，而誰又負了誰？

等等！這是怎麼一回事？
她、她、她……居然騎車穿越了！
玉鳳神祇，妳捉錯人了吧！她不是錦玥呀！

穿越很好玩嗎？一點也不！
她可不像一般穿越小說的女主角那麼隨遇而安，她有家人、朋友，哪能這麼容易放下？
還有羈羅是誰？她可不認識！

她決定了，她要對天抗議！"
魂鬥士：變亂(06)亂世佳人,諸戈,武俠玄幻,完結,0,飛燕文創,武俠,玄幻,,,,https://mojoin.com/novels/3474,"路漫漫其修遠兮，吾帶著寵物和女兒翻山越嶺……
尋找小哭的道路漫長而危險，不僅有魔獸，還有粗魯的人，更有瘋狂的女人！

魔你這個大色狼，為了破你的處男之身用不著如此不擇手段吧？
連瘋女人都要？你的飢渴如江河氾濫一發不可收拾，我也是處男，我都不急啊。
哦，我忘了，你憋了幾萬年了……

衝冠一怒為紅顏，真是熱血的風格，可是你千不該萬不該，為什麼要帶笑月去劫船？
難道我們就不能堂堂正正的賺錢嗎？
你這個混蛋！"
魂鬥士：變亂(05)新世界,諸戈,武俠玄幻,完結,0,飛燕文創,武俠,玄幻,,,,https://mojoin.com/novels/3473,"混蛋啊，為什麼我每次穿越都是如此的淒慘。
這個小姑娘到底是誰，為什麼要吃掉我？
尼斯的觸角，你這個恐怖的東西，能不能從我身上爬開呀？
討厭的魔，原本還以為可以依靠你的，沒想到這麼的靠不住。

還要復國？還要報仇？有沒有搞錯，那可是有好多個超限級強者好不好？
你這個Ｑ版召喚魔，老老實實待在戒指裡吧！
我現在要當保姆，還要去找某個失憶男，沒心思陪你玩爭霸遊戲！
這個世界實在是太討厭了！"
魂鬥士：變亂(04)陰謀,諸戈,武俠玄幻,完結,0,飛燕文創,武俠,玄幻,,,,https://mojoin.com/novels/3458,"黑暗議會是什麼東西？為什麼那個長得像貴婦的女人想殺了我？
真是知人知面不知心呀，我似乎誤會了龐克學長呢。
這些上古禁忌科技到底是什麼東西？為什麼我走到哪裡就被追殺到哪裡呢？上演大逃殺的同時還要帶著一個拖油瓶，然後逃個難還能遇見老朋友……

魔、小哭，我好想你們，有你們在我都不用自己動手……。不過沒關係，我們應該快要見面了，但是，還得先解決掉眼前的麻煩才是……"
魂鬥士：變亂(03)魔神王,諸戈,武俠玄幻,完結,0,飛燕文創,武俠,玄幻,,,,https://mojoin.com/novels/3457,"嗨！暴力女，我們又見面了呀！還有龐克‧卡魯斯學長，真是仇人相見分外眼紅呢……
黑暗議會？那是什麼東西？感覺好像我又發現什麼陰謀了，不過不管了，我現在要緊的是去找天空之城，去找小哭和魔！
魔和小哭，你們一定要等我喔！

可惡啊！混蛋啊！我快要死了！我堂堂暗魔大人、魔神王大人，竟然會在這個世界失去了一切，我要殺了他們，殺了所有人，我要再次毀滅世界！
可是……力量呢？"
影傀者(06)位面異變(END),東邦,武俠玄幻,完結,0,飛燕文創,武俠,玄幻,,,,https://mojoin.com/novels/3451,"位面座標之地出現異變，死了很多人，也牽動許多人的心，包括葉涼沁、可可，還有魑跟魘……但為了龐大利益，還是有一堆人不顧危險的來到位面座標之地。
造成位面異變的紅光再現，自來到位面座標之地就失蹤的宇文風也跟著出現。自詡為神的宇文風將在位面座標之地掀起什麼風波？可可等人是否有辦法阻止宇文風？
在逐囚天一邊找人一邊想辦法完成任務的雷子徹，對現實世界發生的一切完全不知情。岳父大人出現，帶給雷子徹的是衝擊，是擔子，而為了現實世界的愛人和好友，他無法逃避。
差一步，結果兩樣情，面對悲劇，崩潰的雷子徹將如何挽回？"
影傀者(05)古封界石,東邦,武俠玄幻,完結,0,飛燕文創,武俠,玄幻,,,,https://mojoin.com/novels/3450,"哇靠，我一點也不想要這樣的緣分！
雷子徹在虛靈異界被可可坑，回到現實世界竟然又遇見可可！然後，他又被坑了──唯一令他好過一點的是，被坑還有額外升級禮，只是這樣一來他連發火的理由都沒了……
為了最後一塊古封界石，雷子徹和風茗兒槓上，等解決掉風茗兒，成功收集完十五塊古封界石，一人一狗因此被傳送至古星界。
圖魔斯利用古封界石開啟星空空間，進行本源蛻變，結果，靈魂珠竟然「搶」了圖魔斯祖先留給後代進行蛻變的本源力量……"
魂鬥士：變亂(02)得與失,諸戈,武俠玄幻,完結,8,飛燕文創,武俠,玄幻,,,,https://mojoin.com/novels/3440,"原來穿越並不僅僅只是失去一些東西，同樣會獲得新的東西，譬如九尾妖狐變成人形的能力，可是我為什麼這麼倒霉，什麼能力都沒有獲得？
妲己妳這個惡魔，妳變態的愛好害慘了龍翔天下所有的人！包括我！
該死的夏天大哥！該死的伊瓦大哥！就算你們很可憐，也不用為了區區一千萬就把我賣了吧？
讓我當男保姆？殺了我吧！
不過，小哭好像比我還可憐，紫色的眼眸，不再靈動……穿越時空之門，蕭哭獲得了傳說級的力量，卻失去了過往的所有記憶，就像一張白紙般，任由別人掌控著他的思想，在屬於黑暗魔王的大陸上，掀起了腥風血雨……

番外篇「風行天下」之星空明月，風行雲帶著兩個翹家的小孩如何勇闖離別森林？
司空兄妹各有何「豪情壯志」？
司空星月和風行雲之間又會有什麼承諾呢？"
魂鬥士：變亂(01)見鬼的穿越,諸戈,武俠玄幻,完結,0,飛燕文創,武俠,玄幻,,,,https://mojoin.com/novels/3439,"歷盡千辛萬苦，風飛揚終於從時空之門中走出，但是卻倒霉的掉進了險惡的魔獸森林之中。
穿越成功又或者失敗？
這是個兩者皆可的答案，風飛揚只想對天怒吼，他竟然僅僅只是向後穿越了兩年的時間！
更何況，是在付出如此慘重的代價之下！
兩年後的聯邦，已經是截然不同的世界，風飛揚究竟能否完美的融合這兩年缺失的記憶呢？
若婉星的再次出現，將他捲入了又一次的危險之中。
神秘的「龍翔天下」名譽團長，這個漂亮到幾乎可以讓任何人流口水的女人，究竟是誰？
還有，夏天大哥竟然也會被調戲？
我有沒有看錯！這位女王陛下，您到底是哪位？

番外篇描述了大風風行雲的童年故事，與獲得「尼斯的觸角」的由來。"
影傀者(04)圖魔斯,東邦,武俠玄幻,完結,0,飛燕文創,武俠,玄幻,,,,https://mojoin.com/novels/3434,"圖魔斯說，清靈小境有讓人「成神」的關鍵；圖魔斯也說了，魔魘洞是通向清靈小境唯一的一條路。結果咧？
雷子徹跟風閒閒只是為了尋找天夢，找著找著就找到清靈小境，而且清靈小境中還有一堆人在等著「打怪」──哇哩咧，圖魔斯的話也太不可信了吧！
來到清靈小境，雷子徹發現天夢成了妖女，早該到達清靈小境的圖魔斯跟可可則不見蹤影，還有人在暗中窺視自己，這是怎麼一回事呢？
書亞的探險邀請，竟讓雷子徹意外見到親生父親！驟然相遇，在毫無心理準備下，雷子徹會認雷震風嗎？"
影傀者(03)古雷令,東邦,武俠玄幻,完結,0,飛燕文創,武俠,玄幻,,,,https://mojoin.com/novels/3433,"雷子徹原以為虛界道具古雷令只是一塊能夠提供他無限家族貢獻點的令牌，誰知卻在雷氏家族知情者之間掀起一波震盪，他也因此捲入麻煩漩渦中。
為了解開疑團，他只想辦法進入尖角樓頂樓，尋求答案。和雷夢丹的合作則是讓這一步提早，但……
真正的古雷令竟被靈魂珠吃掉了！他的實力竟一下往上跳四段！誰能告訴他，現在到底是什麼情形？"
影傀者(02)靈魂珠,東邦,武俠玄幻,完結,0,飛燕文創,武俠,玄幻,,,,https://mojoin.com/novels/3420,"為了修補受損的靈魂核心，雷子徹他們遇上了一個神祕酒鬼，卻因此激發出隱藏在他靈魂核心的靈魂珠的力量。
因為它，他「認祖歸宗」去；
因為它，他有了變強的可能；
因為它，他逃過一劫。
之後，「它」又會帶給他什麼意想不到的變故呢？
賈人杰的幫助、虛靈異界的存在，帶給他的機遇和謎團才剛開始──他只有變強才能把握一切，所以，他現在需要做的就是修練，修練，修練……"
影傀者(01)活下去,東邦,武俠玄幻,完結,0,飛燕文創,武俠,玄幻,,,,https://mojoin.com/novels/3419,"生與死，雷子徹選擇了生，從此他成為影傀者，一個一當受到召喚將不受自我控制的傀儡。
好友的存在讓他有了「人」的感覺。
愛人的義無反顧成為他變強，一直活下去的支柱。
不過，影傀者在控傀者眼中終究只是「工具」，只因為「吃醋」，雷子徹成為他人設局滅殺的對象，幸好有人出手救下他，但他也此失憶……
為了活，他必須變強，再變強！"
上仙(09)這不會是結局吧？(END),貓邏,武俠玄幻,完結,0,飛燕文創,武俠,玄幻,,,,https://mojoin.com/novels/3409,"隱藏在岤狩天原的天魔禍患解決了，接下來就是開始建設逍遙宗，讓逍遙宗壯大起來啦！
韓非：「在此之前，還有更重要的事情要辦！」
金渝：「什麼事？」
韓非：「結婚。」
金渝：「喔！原來是這件事啊！韓非，你願意嫁給我嗎？」
韓非：「……願意。」
既然要結婚，當然要辦得熱熱鬧鬧，盛大無比！
絕對要好好地謀劃謀劃才行。
餐盤要用玉雕的盤子還是瓷器？
桌巾要雅緻的款式還是華麗？
酒水要烈酒還是淡酒？
筵席的菜餚要找幾位廚師烹煮？
金渝：「……」
這也未免太……太繁瑣了吧？
做事要有效率啊！再這麼討論下去，我什麼時候才能結婚？"
上仙(08)這不就是組團刷祕境副本嗎？,貓邏,武俠玄幻,完結,0,飛燕文創,武俠,玄幻,,,,https://mojoin.com/novels/3408,"噹噹噹～～
門派大比終於熱熱鬧鬧的展開啦！
啥？有壞人要來鬧場？
怕什麼？來了就直接打回去！
什麼？那群壞人的總部是祕境？
那個傳說中有著各種天材異寶、凶猛悍獸、仙靈洞府、珍貴傳承、特殊奇遇跟機緣等物的祕境！
不管是要尋找寶物、傳承、祕笈，狩獵奇珍異獸，進行生死搏鬥，暗中處理掉仇家，來個英雄救美或是美救英雄，譜下一段優質好姻緣……
祕境都是最佳的選擇、最好的地點！
心動了嗎？
快點組團去刷祕境副本吧！
祕境副本求組！缺坦、缺輸出、缺治療……

※

「等哥哥回來，我就跟他提親？」雖然是問句，韓非的語氣卻是相當篤定。
「你聘禮都準備好了？」金渝挑眉反問。
「之前不是說過了嗎？我的一切都是妳的，包括我自己。」
「既然你已經是我的了，那還舉行婚禮做啥？」
「難道妳不想給我一個名分嗎？」
「……」"
上仙(07)這不是所謂的變相聯誼嗎？,貓邏,武俠玄幻,完結,0,飛燕文創,武俠,玄幻,,,,https://mojoin.com/novels/3407,"設計陷害展家的幕後黑手終於有了線索，然而，揪出林懷風的同時，卻又牽扯出更多謎團。
受人操控的獸潮、人造陰屍和荒獠、不明的上古祭壇，這些有著明顯人為痕跡的手段背後，真的只是針對展家布下的一場陰謀嗎？
那三名身分不明的黑斗篷，其背後的主子又是誰？
他們做出這一切又有什麼目的？

受到各門派矚目的「門派大比」又要開始了！
每一屆的門派大比都是由迦羅城主辦，評審則是來自各界的頂尖高手，其權威性絕對沒有疑慮。
原以為會見識到一場場精彩刺激、針鋒相對、硝煙瀰漫的場面，卻沒想到……
緊張是緊張，但只有選手們在緊張，至於那些陪同前來擔任啦啦隊的人卻是挺悠閒的。
「公子，真巧，我們又遇見了，前面的荷花池開得正豔，我們幾位姊妹正打算過去賞花呢！要不要與我們一同？」
「嘿！前面那群逍遙宗的弟子，要不要跟我們歡花樓的去烤肉呀？」
「敢問姑娘尊敬大名？師從何派？興趣嗜好？前面那個八角亭正在舉辦一場小茶會，要不要一起參加？」
喂！這種門派大比的場合，你們這些啦啦隊竟然互相搭訕，約著一起去玩，這樣真的好嗎？"
上仙(06)這不是所謂的怪物養成嗎？,貓邏,武俠玄幻,完結,0,飛燕文創,武俠,玄幻,,,,https://mojoin.com/novels/3397,"突兀出現在南疆及北疆的荒獠，從修士莫名轉變而成的荒獠，究竟這幕後之人有什麼目的？
針對展大少爺的陷阱陰差陽錯地傷了展二少爺，緊接著而來的是難以治癒的傷勢，被賊人搶走了藥材，又得到陌生人給出的藥方……
而華星瑩帶著白燄孔雀返回時，又遭到不明的敵襲，這群襲擊者甚至不是人類，是荒獠！
而且是人為養育出的荒獠！
幕後真凶究竟是誰？
他培養這些荒獠有什麼目的，又為什麼要如此針對展家？
被層層疊疊隱藏的真相，將要抽絲剝繭地顯現出來……"
上仙(05)這不是常見的○○橋段嗎？,貓邏,武俠玄幻,完結,0,飛燕文創,武俠,玄幻,,,,https://mojoin.com/novels/3396,"被吸入黑洞的金渝和蒼胤會有什麼樣的際遇？
為了救人，金渝讓他服下九轉大環丹，卻沒想到好心辦了壞事，讓蒼胤的身體被改造了！
基於歉意以及研究這新奇變化的心理，金渝和蒼胤達成共識，決定暫時一起行動。
在聊天中，金渝意外得知魔修蒼胤竟跟逍遙宗有著莫大的牽扯！

『當初弄出空間裂縫將妳捲入，又以元神離體脫逃的殺手，元神已毀，他再也不會出現在妳面前了。』
在韓非傳來的訊息中，金渝感受到一股隱約的暴虐殺意，這讓她的眉頭微蹙，心底那份不安也越發凝實了。
她在那樣的情況下跟韓非分開，雖然是無可奈何之舉，卻也對韓非的心境造成一些影響，再聯想到她先前無意中察覺到的情況，心底的擔憂更盛。
韓非的心境並不像他表露出來的那般剛強無暇，那裡頭埋藏著隱隱的結、淺淺的裂痕。
若是這心結沒有被外物激發，日後或許會隨著各種際遇機緣、隨著他的視野拓展、閱歷增多、心境轉變而消除，但若是在這結還沒消除時出現了變故……
那可就危險了！"
