書名,作者,分類,狀態,按讚數,出版社,tag,,,,,連結,簡介
永樂神社的巫女(02)神無月大典,阿次,奇幻科幻,完結,0,飛燕文創,奇幻,,,,,https://mojoin.com/novels/2430,"誰都沒想到曾被冶金惡懲的程俊居然還敢出現，而且還帶著伊織最要好的童年玩伴，來自北方主殿的巫女——雪兒。
但更沒想到的是……即便大戰群妖也無所畏懼，反而較怕沒牛奶喝的冶金居然被一張告發同居的密信給逼離永樂！
然而事件卻一波未平一波又起，離開冶金沒多久的伊織才剛踏上返北之旅卻又遇上喜歡說鬼故事、以開鬼門為樂的青行燈，若真讓牠將陰間裡的魔物通通放出來，那可不是說笑的啊！
天啊！為什麼有這麼多事啊？還讓不讓人回去主殿參加神無月大典啊？還有，說好的保護委託呢？冶金到底去哪了？你要是再不趕快回來……
人家都快被自家弟子給拐走啦！"
王子培育計畫(04)肆迎群靈歸來,米契,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3512,"「老、老爸？既然你回來了，那老媽她們……呢？」
夏靜天壓低聲音，以大約是蚊子在耳邊飛行時會聽到的嗡鳴音量詢問床上的父親。

「明天吧……我是先回來看看你的狀況的……天知道你有沒有……呼嚕……」
夏靜天瞪大眼，望著再次睡去的父親，思緒頓時亂成一片。
驚訝、恐懼、焦慮、煩躁，他的家人們要回來了──

天然呆神明亞洛爾、吐槽高中生夏靜天、住在海邊管很大的死黨蘭予希，這回將要面臨人生中的大危機──造成夏靜天與亞洛爾心靈創傷的女性們要正式出場了！
前有母虎成群，後有第二次判定測驗，夏靜天等人已經不算平穩的生活將再掀起何等波瀾？
於是，充滿著驚恐與心靈創傷，外加一點點偶然奇遇的王子培育計畫第四集──
計畫，持續進行中。"
青青何盼草(06)何盼盼的逆襲(END),姒情,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3270,"何盼盼可以接受別人針對自己，卻無法接受別人傷害她珍愛的人。當敵人屢屢挑戰底線，她該如何應對呢？
夢想不會自己實現，那得是揮灑汗水、竭盡全力之後才能實現的，就像珍愛的東西要自己守護一樣。
一句話，改變了何盼盼原本矜持的態度。這次，就換她來守護大家！
此仇不報，她誓不為人！"
喵喵魔法屋(04)守護永恆之約(END),鬱兔,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3229,"打從一開始進入比賽場地，在第一輪的大亂鬥，黑巫師派的人馬被白巫師那方的人偷襲，損失了許多夥伴。他們重振旗鼓，打算採取新的戰術好扳回一城，卻在兩方交鋒之時，闖入了第三勢力的黑暗生物。

日暮旭與良徹等人好不容易脫逃，重新與貓咪們會合，並從道格里家族的雷辛那裡聽到有黑巫師的消息，一行人便出發到指定的試煉洞窟……但等的黑巫師卻是冒牌貨！

為了黑巫師，日暮旭等人勇闖絕望峽谷，路經許多危險與波折，終於見到了黑巫師本人，和貓咪們更是感動的重逢。援軍也到了，但白巫師那方的人不願意攜手對抗黑暗化身的惡龍，反而想趁機打敗黑巫師取得權位，意外的白巫師居然要求要與黑巫師光明大地決勝負，而決定先聯手打敗惡龍？

回到人類世界的三人決定重組樂團，完成黑巫師與日暮旭的最後約定。並且，期待有一天，能與貓咪們再次相聚……"
禁斷凶獸少女的不當召喚法(04)賢妻檮杌,二迴林,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/2978,"四月一日，少年月炎修收到了有生以來最大的玩笑。
一名有著飄逸長捲髮、修長美腿、超級大胸部的美女竟然自稱是「自己的妻子」。
這份大禮的背後，自然有著不可告人的秘密──
那名為日乃霧的女子並不是人類，而是凶獸檮杌。
她之所以親近炎修的理由，是希望少年能以自身特殊的影響力，改變世人對於凶獸檮杌的看法。
「男人所嚮往的女人不就是完美的妻子嗎？而成為親愛的眼中的完美妻子，才能成為世人眼中的完美妻子！」
如此錯誤的認知，在炎修家燃起了一道戰火──桃、川板、靈華以及乃霧……
以「最佳妻子」頭銜為目標，少女們的戰爭就此展開！"
血!!魔導(03)誕生，龍騎士！,暮辰,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3598,"──一個是嚴厲負責，將種族凌駕於個人之上的老邁龍王。
──一個是渴望履行王者責任前，擁有最後自由的新龍王。
勒斯一行人為了靈泉而來，卻在不經意間捲入了新老龍王由於意見無法統一，互相對峙而生成的考驗之中。
而新任龍王破解僵局的辦法，居然是簽、契、約？
「──龍王大人，你確定真不介意給人家騎？」"
是魔．非魔03 獎品搶奪戰,東邦,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,競技,冒險,,https://mojoin.com/novels/3707,"因為倫手上的封塵印，芙雅記起了轉生前的神族公主記憶，但她卻寧願只當一個平凡的人類；倫也因此接觸到黑晶盒中的魔王魔力，進而恢復了一部分魔王意識，但這卻讓迪亞安變成間歇性的啞巴！？
神月圖書館整個崩塌，甩不掉這份責任的迪亞安等人只好接下學院給他們將功贖罪的任務，豈知倫卻意外奪得美女選拔活動的第一名，之後又在迪亞安的設計下成為挑戰三王子的優勝獎品。
只是這挑戰賽都還沒有一個結果，迪亞安卻率先動手把倫這個獎品給搶走，遠遠的逃離被他們四人搞得一團亂的神祭學院，這事情究竟如何演變呢？"
獵魔血咒01,東邦,奇幻科幻,完結,0,飛燕文創,魔法,奇幻,校園,,,https://mojoin.com/novels/3752,"薩伊，獵魔行會的實習菜鳥，因為一次的任務就此改變了他的一生，只能孤獨一人踏上尋找恢復身體異狀的旅途。

熟悉的氣息，他所找到的卻是另一個紅髮女孩，為了同學夜天，他不惜變身救人，卻因此和女孩有了進一步接觸，並且不知不覺中被她吸引，讓懶人的他、不想多惹麻煩的他突生風波，卻撇不下手。

真實實力的曝露，讓夜天故作怨婦的抱怨，在王紫櫻面前，更搖身一變成為他的親密愛人，和王紫櫻真的是「情敵見面，分外眼紅」，當然如果夜天嘴角的那抹痞笑可以再收斂點的話。

只是薩伊為了她口中的沐大哥大吃飛醋，為了她受傷、中毒而發狂，甚至捲入她家族親人的叛變……可是最後事情剛定，和王紫櫻家族長老密談完後他卻一心計畫著要離開她，到底是為什麼呢？"
one more chance X game world,卡布D,奇幻科幻,完結,0,獨家原創,奇幻,科幻,,,,https://mojoin.com/novels/3017,"一個死神與天神的遊戲，被挑選者進入天神所創的遊戲世界，
才發現……
原來他們都已經死了。

這是一個每個人都有第二次機會的世界，遊戲開始！"
超超能力者NOT日常生活權(04)天下第二罪該萬死,二迴林,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3209,"最強的強敵即將來襲！

「你就是『天下最強』嗎？」
「不是。」
「請你撤掉『天下最強』這個稱號。」

覬覦著「最強」之稱號，完全沒有在聽人說話的美少女刺客正式登場！
身著臺北市排名第一的第一女子高級中學制服的她，似乎是個滿分資優生。
而她提出分勝負方式，不知該說有沒有意外，就是──段考成績！

面對挑戰者，理論上來者不拒的最強少年空之上罕見的提出了先決條件──
「平時考試都只用六十秒寫考卷的我，正常考試可以；但在那之前，妳得通過四天王的考驗，而且……不、比、考、試喔！」

題目，由超能力社四天王出題。
範圍，不可以超出學生的本分。
最強稱號爭奪戰，就在雙方達成協議後正式展開！

附帶一提，四天王不滿四個，也是合理的事情吧？"
龍之狂想03 表演中斷,東邦,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,架空,冒險,,https://mojoin.com/novels/3712,"紫的誘惑開始表演，卻遭到有心人破壞，空氣中更流動著宛若小不點天敵的邪惡氣味，這次的表演中斷，不僅暴露了南陵極力想隱藏的實力，也透露出某股隱藏的黑暗正蠢蠢欲動！
表演沒得看，連他們無聊想去散散步，一堆麻煩不請自來，後來南陵等人竟無緣無故成了學院交流賽的選手？
烙炟脈荒原，盜賊的大本營，卻不主動招惹別人，偏偏就是有不知天高地厚的人自動送上門，差點把一條小命丟掉。幸好駱曉曉偷懶，騎龍找人，把人救出也無意打響銀面龍騎之名。
學院交流賽終於開始，就在爭學院的第一排名時，南陵竟以意外的狼狽之姿投降，接著就被學園長踢出校門！
這一切的真相究竟為何呢？"
血!!魔導(04)偽神、神殿、弒神者,暮辰,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3599,"是蝴蝶效應，還是有人惡意偏轉歷史，不按劇本演出？
麥納村外，不存在於使徒記憶裡的廢棄神殿，給勒斯一行人敲響了警鐘。
死亡騎士也猥瑣？
留待最後一夫當關，佈下無盡迷宮獨戰變異弒神者的勒斯，命令死亡騎士執行的絕殺一擊，居然──呃，讓人深切明白，什麼是「蛋蛋的憂傷」……"
對手被隕石砸死難道是我的錯嗎？(03)無敵神射手,南翁,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/2972,"柯恩瞄準眼前的箭靶，但那支箭矢卻用四十五度角射出，
在天空中劃出漂亮的弧線，在幾乎不可能回到靶上的時候射中一隻不知道哪裡來的老鷹，
然後又穿過另一隻老鷹，最後不可思議地落下並射穿靶心。

柯恩第二箭不帶絲毫氣力，箭矢直接往下掉落，
但就在這時一陣莫名其妙的強風發生，像一雙無形的手托住了箭矢，
用迴旋鏢的方式旋轉向前，最後在機率無限趨近於零的情況下射入靶心。

柯恩第三箭背對箭靶，隨便將箭射出，
但那支箭矢射到了外圍少數有彈性的樹枝回彈，
加倍奉還的猛烈箭勢射穿隔壁的箭靶靶心再次回彈，最後反向穿出紅心。

恭喜柯恩獲得本次神箭手大賽的冠軍！
柯恩無奈表示：「唉，隨便射都會中難道是我的錯嗎？」"
血!!魔導(06)最後的黑暗黎明(END),暮辰,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3605,"以尊主為樣本，最早期的死亡天使兵團現身赫雷克爾。米薩契爾早已被鮮血染紅的棋盤，佈局用棋終於完整。
決戰之日逼近，偏偏就在這個關鍵時刻，尊主刻意引導他們察覺到──原來之前有驚無險一次次度過難關，已經使他們在左右最後一戰勝負的氣運上，有了驚人「負債」……"
神域密碼(02)黑之物，火之吻,二葉,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3325,"神秘組織「生命之樹」的一介小兵洛伊德，前往偏遠宇域調查謎之生物伊甸，巧遇同樣以伊甸為目標的奈亞和娜伊娜，超大場面的宇宙冒險故事於焉展開！

為了追擊伊甸，洛伊德三人來到一顆中世紀的魔法星球，卻在這裡遭遇意料外的恐怖之物。原來這顆星球的所有人類，都是一個名為支配者的東西圈養起來的食物。當瘋狂的咒語完成之時，黑色魔物將由地而生。同時沉睡於此處的伊甸，又將做何反應？

茫茫星空，洛伊德踏上的是一條未知的旅途。組織傳訊邀請一行人去到行星「失樂園」，在那裡，洛伊德遇到組織的頂級人物，然而卻另有一個陰謀的黑手，在向「生命之樹」逼近……"
我的蘿莉勇者變御姊(06)魔王與勇者的終焉(END),雷明,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3317,"最終魔王與勇者的決鬥還是到來！

姆露姆原本以為自己被魔王放鴿子，但是不可見的陰影卻深入校園之中，引發世界性的大轟動！
男主角艾赫的真實身分也在這禍不單行的災難接踵而至中因而揭開！
究竟魔王和勇者的決鬥的終焉會抵達哪裡呢？
戀愛喜劇、熱血戰鬥的最終章，正式展開……"
姑涼惹不得(03)幸福美滿的相依(END),蔚海,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3418,"雖得知攻擊遊戲玩家的駭客真身為何，但小姑涼在遊戲中被抹黑，成了惡名昭彰的罪人。
在時間的壓迫之下，陸子淺也介入了此事，所有的事情才順利解決。
被父母深深「疼愛」著的向韻涼，在順利與陸子淺交往後，想要擁有該有的自由，一切都發展得比她認為的還要順遂！
與他長時間相處之後，她才知道，陸子淺並非表面上那麼驕傲自信。
他背負著的、與他所嚮往的，和她想像的，完全截然不同……"
白霧裡沒有敵人,發散黃色,奇幻科幻,完結,13,原創星球,末世,架空,,,,https://mojoin.com/novels/3715,"大學生考森在雷雨交加的夜裡暫住於布諾桑特山上的小鎮．本特蘭，未曾想，致命的白霧從山腳下昇起，而他這一住便是一年。
「真相是什麼一點都不重要。」
除了要在排外的山城中爭取容身之處外，考森還得與其他三名旅人周旋。為了將白霧擋在本特蘭之外，他們能依靠的，也只有搖搖欲墜的平衡......"
異魂變04 背叛,東邦,奇幻科幻,完結,10,飛燕文創,奇幻,架空,冒險,靈異,,https://mojoin.com/novels/3721,"為了找回皇甫家失竊的家徽，宇文翼和司馬凜把搜尋目標放在平區最著名的地下交易所。
因為有人跟蹤，宇文翼和司馬凜分開而不小心迷路，恰好遇到韋笑天及樓玉離，更在纏人的樓玉離幫助下，他們順利得到任務相關情報，但情報內容卻又意外牽扯到陳台生及其背後組織上。
一絲戰鬥波動吸引宇文翼靠近，意外發現戰鬥的一方竟是他們所熟悉的人影；而在戰鬥雙方雙雙撤離時，宇文翼從中得到一把小刀，這把小刀將給宇文翼帶來什麼？
雲水岳陷入愛河，本該是他個人的喜事，但他所愛的女人卻非普通人，神秘的綠蘋究竟是何身分？她又將掀起何種風波？
明明是快樂的畢業季，結果卻演變成背叛事件，甚至害得無防備的藍奕司和宇文翼二人受傷，還在星際中漂流……"
冷月FrostyLuna(05)傳說中的封神寶貝、南大陸的探險跟雷霆崖的牛頭人！,違天,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3485,"翻越克龍山脈，前往未知的南大陸，展開超熱血的大冒險，取得傳說中的封神寶具！
事情如果就像憨人所想的一樣是這樣展開的話，那就太好了啊！

穿過傳送門之後竟然來到了初陽國？
身為初陽國十大槍擊要犯之一的口古月，不被抓我都覺得過份啊！
到底為甚麼阿雪要害我回初陽國被抓，最後我又是怎樣離開初陽國的呢？

南北大陸交界的克龍山脈，竟然被囂張跋扈的山賊給佔領了？
前面打過了海賊，現在又要成為山賊王，神秘的金髮美女高手的真實身分又是如何？
終於來到南大陸，卻對封神寶具沒有任何一點頭緒，這趟多災多難多吵多鬧的冒險之旅，到底會變成怎樣？
最後我們有辦法成功的取得封神寶具嗎？
這個問題你拿來問我，我還可以問誰啊啊啊啊啊啊───！"
永樂神社的巫女(04)打結的往事,阿次,奇幻科幻,完結,0,飛燕文創,奇幻,,,,,https://mojoin.com/novels/2432,"看完冶金的過往雖然讓我更加了解他，但我很快就知道那只是一種錯覺。
什麼Ａ級驅魔師、未來的總長、戰無不勝的靈矛……這些看似耀眼奪目的頭銜，在另外兩把靈武和神祕的八業障面前根本只是不值一提的文字啊！
還有啊，為什麼本巫女明明只是去雲夢想治個腿、取回靈力，卻連八歧大蛇都被扯進來啦？
可惡，冶金和吟槍這兩傢伙根本是祕密無底洞啊！"
王子培育計畫(03)叁逢青鳥妖精,米契,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3511,"「哥哥──」
面對那熟悉的身影，夏靜天近乎絕望的吶喊。
有著灰白髮色的青年，枯槁的面容上揚起一抹淡然卻悲傷的笑容。

呼喊我的名！
我因你而生，為你而活。
自誕生的那一刻便發誓……
──只要你希望，將為你付出所有！

夏靜天茫然的望著消失的影子，垂下了肩膀。
天然呆神明亞洛爾、吐槽高中生夏靜天、住在海邊管很大的死黨蘭予希，這回不僅要面對熟悉的那個人，還要進行滿是危機的拯救行動，最後居然還有……突來的異世界求生？
於是，充滿著回憶還有驚險刺激與一點點驚奇的王子培育計畫第三集──
計畫，持續進行中。"
舞弦者‧紫(06)〈Mission 6〉末日夢魘(END),楚慕風,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3565,"《舞弦者•紫》Mission 6劇情簡介

若不想讓你知道真相，便將真相弄成你畏懼的，所以你會發現，真相往往就是你最不敢相信的那一個。 
數百米的高空中，窗外是凜冽的寒風和激烈的戰爭，窗內是彌漫著香氣的熱朱古力和充滿回憶的講述……
來自父親的手稿，揭開了殘酷的真相；人類是什麼？這個問題的答案也許你寧可不知道！絕殺陷阱中的生還，是以死亡為代價；血腥的屠戮，卻是為了最後的拯救……
那一瞬間，看著沖天而起的聖光，聽著直擊心靈的聖歌，你的身體是否告訴你臣服於神？你是否能鼓足勇氣，面對神的威嚴，從容落下棋子，然後微笑說出──
將軍！"
冷月FrostyLuna(03)史上最恐怖的扮家家酒、感覺很好吃的海怪跟無人島上的大冒險！,違天,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3475,"哈囉大家好，我是阿月！我又來跟大家報告我這次的冒險旅程囉！

在面對反抗軍的懷疑，我跟安安共同演出了一場毫無破綻的扮家家酒，但在終於矇混過去，大家可以收工回家睡覺的時候，想不到反抗軍竟然在此刻爆發金融危機！
而這該死的金融危機竟然還要我出面調停？
現在是把我當成經濟部長了嗎？

為了要解決反抗軍的經濟問題，我們一行人只好跟隨著獸人的腳步，搭船出海前往未知的新世界──東方初陽島國。
結果這趟旅程多災多難到多災多難這四個字還很難描述出到底有多慘的地步！
先是碰上絕命危機，又碰上了海賊、海怪，最後砰的一聲連船都噴掉了啊！

到了最後，我們有沒有辦法去到那個東方初陽島國，解決反抗軍政府的經濟危機呢？
我到底有沒有辦法拯救地球呢？我……
我怎麼可能會知道啊啊啊啊啊！"
身為女裝少年的我，貞操快要不保。(02)病嬌的狂襲,上絕,奇幻科幻,完結,0,飛燕文創,奇幻,偽娘,冒險,,,https://mojoin.com/novels/3745,"「渣滓！」
嬌軟的嗓音喝斥著，阿泱膝蓋一軟跪了。
「學姐呢！快讓學姐出來啊！你這垃圾，存在世界上完全沒有價值！」

唉，那個在戰場上勇敢脫衣告白的學妹又重出江湖了，她不是在醫院待過了嗎？為什麼腦子一點也沒變好啦！
為了替中央出任務跑到偏遠山區，這瘋狗妹子一路追了過來，更悲劇的是，聽說她要成為零的影武者？
打造雙刀？
OH，NO！我要胃潰瘍了(崩潰)！

她哪時才願意承認，我就是零啦！"
永樂神社的巫女(03)土蜘蛛之役,阿次,奇幻科幻,完結,0,飛燕文創,奇幻,,,,,https://mojoin.com/novels/2431,"還以為可以安心享受快樂的師徒生活……卻沒想到又蹦出一個自稱「大妖」等級的土蜘蛛，不僅帶著成千上萬的自家子弟兵殺入主殿，更誓言要將所有巫女吞下肚內……
可惡，哪有被侵門踏戶還忍氣吞聲的道理？看我伊織鈴音還不把這群可惡的八腳生物給通通收拾……冶金！你幹嘛又來搶戲？還有，你剛剛那招是什麼來頭？
什麼？天道？
吼……麻煩你別這麼省話好嗎！"
武裝巫女(08)克裡斯王宮的火鳳之舞(END),醉蝠,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3561,"使盡了各種手段仍然束手無策的幽，終於決定使出必殺技，要對米亞國王實行色誘！
然而色誘不成，她卻發現了米亞國王的一個秘密。這個秘密的揭露，讓幽之前的合約自動作廢，卻也給她提供了一個新的機會。
當幽的新合約到手的時候，意外突然發生，三位野心家的叛亂開始了……"
魔法糖果騎士(02),瀰霜,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3315,"歌莉由害羞少女變成魔法少女，擺平小鎮怪事之餘還如願交到了朋友，從此快樂又平凡地生活下去──
才怪！這是哪裡來的黑兔子？
她自問不是愛麗絲也沒追著兔子跑，結果仍被強行拉進精靈世界了！
糖甖貨倉遺失方糖、幻彩果園只剩果乾、果凍高山整座融化……眼見小門後的不思議國度變得一團糟，可是她的變身棒被搶走了，究竟怎麼辦才好？
除了搜捕黑兔子，精靈們也各自遇上連魔法也無法解決的難題！
與此同時，子禹不惜打破禁忌來到人類小鎮的原因也漸漸揭開──
面對逃避已久的心結，他的抉擇又會是……

「總之不論什麼結果──我都會陪著你，不會讓你獨自一個面對啊。」"
武裝巫女(02)巫女駕到,醉蝠,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3516,"在路上遭遇搶劫的幽，不但沒有損失財物，反而捕獲了兩位有些古怪的搶劫犯：一個迷糊大膽、受到古怪教育的小蘿莉，以及一隻吃齋念佛的老虎！
在克裡斯王城，幽見到了自己的委託人──一位心懷野心的權貴人物。他聘請幽的目的，就是顛覆這個國家的王位，把剛剛登基的國王拉下馬。
身為一名常常與陰謀打交道的巫女，幽很豪邁的接受了這項工作；這個時候，哥布林的新發明也出現了，然而他的實驗室卻發生了新狀況！

 "
武裝巫女(05)最強女僕傳說,醉蝠,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3549,"為了參加侍衛選拔之前的皇家晚宴，幽費盡了心機，甚至不惜變裝，準備矇混過關，可是，意想不到的轉機卻出現在她去參加宴會的路上。
無聊男士的搭訕、敵對勢力的挑釁，一樣又一樣的麻煩被幽乾脆的解決，兩隻小蘿莉也在舞會現場大出風頭！
幽一行人成了舞會現場最耀眼的明星，但是，她們卻被一雙憤怒的眼睛盯住……"
舞弦者‧紫(05)〈Mission 5〉港島夢魘,楚慕風,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3554,"《舞弦者‧紫》Mission 4劇情簡介

眼睛是心靈的窗戶，是我們認知這個世界的第一途徑，所以我們盲目地信任眼睛看到的一切，可是我們又怎會知道，這扇窗戶外面的景色，不是另一個楚門的世界？
當辛子豪打出那個跨越大洋的求助電話時，絕不會想到自己會變成被人爭搶的「貨物」，更不會想到這場圍繞他的爭搶會變成兩個龐然巨物間的全面戰爭！
被「囚牢」封鎖的港島，就像是古羅馬的鬥獸場──不再隱藏於陰影中的妖魔，全面集結的狩獵者，在這片血肉磨盤中廝殺殞落！
火力全開的紫、血河解放的紅、化水的真石立海、浴火的菲尼克斯、久違的風魔龍一，還有那傳說中的主人，誰才是鬥獸場中的勝者？
代表死亡的槍聲響起，粉碎了自大的狂妄，卻沒能帶來結束──戰爭來了！你準備好了嗎？"
我的蘿莉勇者變御姊(02)前任勇者也來湊一腳～,雷明,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3275,"「姆姆也想要去高中上學！！」

姆露姆住到艾赫的家中已經好幾天了，然而度過平穩的假日後，艾赫也要返回高中上學，姆露姆當然也吵著想要去高中上課。
然而並非勇者狀態的姆露姆，怎麼看都只是個十歲小女孩，當然不可能去高中上學，所以就這樣被艾赫丟在了家裡。
姆露姆為了要去高中上學，於是偷偷跟了上去，但是三兩下就被學校的警衛踢出來。
就在姆露姆絕望的時候，經瑪芙妮和庫哈姆的介紹，她與一名可愛的金髮小女孩，普莉亞相遇。
於是中古時代的勇者，在現代展開了跨越時空的高中生活，但也被捲入了橫跨了千年的陰謀中……"
正義美食團(06)他們的方糖旅行,詠名,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3532,"遊走天涯海角，方糖傳說大揭密！
被衰神纏身的我，加上禍不單行的旅行團，先是天打雷劈，後是敵人來襲，這樣的旅行真的沒問題嗎？
暴食者掀起全球的食材慌，我帶著塞滿假鈔的錢包實地訪查──哎呀！那位美麗的菜市場大嬸，怎麼與不回家的美食團團長有幾分像？
「爆竹，我也很想你。」
即使天涯兩隔，心仍咫尺相依，狂風啊狂風，我感受到你的愛了！不過，為什麼重逢之後，一定要先來場大戰呢？嗚嗚！這劇本不對吧？藤牙和狂風是男人，我也是啊！"
異命雙子,小猴王,奇幻科幻,完結,0,原創星球,戰鬥,架空,,,,https://mojoin.com/novels/121,"一對失散的雙胞胎姊妹
一個住在孤兒院，後來被貴族收養
一個在盜賊集團中受虐，後來被刺客收留
命運截然不同的她們在相遇之後
原本漸以熟悉的生活將再度掀起劇烈波瀾"
禁斷凶獸少女的不當召喚法(07)虛無之境,二迴林,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3012,"月光下，那名沉睡已久的少女甦醒了。
但是她卻萬萬沒想到，醒來後的世界已變得完全不同。
那個為了她與她的姊妹，正面突破了許多危機的少年月炎修，不再是她所熟悉的那一個他。
他自怨自艾地斷絕了與外界的所有連繫。
就像是死了一般……心死了，眼神死了，一切的一切，都死了。
壞事還不止這麼一樁，接二連三……
新任的總統墨皓衍公佈了凶獸們的真實面目，使她們成為了全民公敵。

危機加上危機等於大大的危機！
凶獸們還有轉圜的餘地嗎？"
花之姬綺譚(05)八惡‧宿命的輪迴,花鈴,奇幻科幻,完結,3,飛燕文創,奇幻,,,,,https://mojoin.com/novels/2445,"秘密如同潘朵拉的盒子，在歐陽卿、芸櫻、琅煠三人間揭開，擊碎琅煠對芸櫻的那份堅持，扼殺搖搖欲墜的希望。
芸櫻帶著再也不見琅煠的決心，接受佩卡特組織首領捎來的一封挑戰書──受邀參加「別西卜」島嶼參加瘦身計畫。
為了促成惡念的誕生，往往伴隨了許多危險，而佩卡特首領的一句話深深撼動芸櫻與琅煠搖擺不定的心。
他愛她，這個理由就足夠了。
不管最終命運走向何處，他絕對不會拋下她一人。
她想，即便前方道路佈滿荊棘，仍執意想與他走下去。
當芸櫻試著完成最後的誅神之泉，面對的卻是難以接受的掙扎與糾結。"
來自異世界的清水島(06)不存在的新紀元(END),楊寒,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/2950,"清水島百年來最大的作戰開始了——
召喚史前級大怪物消滅「渡邊家那隻烏龜」！
但這個時候，蠢蠢欲動的福道教成了威脅最大的敵人……
三百架「全覆式魔機甲」突然出現在戰場？
這將是清水島最驚濤駭浪的一戰！"
武裝巫女(07)巫女的宮廷小步舞曲,醉蝠,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3560,"如願以償的成為了侍衛統領之後，幽躊躇滿志，但是她卻沒有太好的機會接近克里斯大公，計劃只能慢慢展開。
幽在王宮裡遇到了一名很有趣的小女孩，兩人一見如故，玩起了超現實家家酒遊戲，但是，公國的陰謀家們卻已經有些迫不及待了……"
LOST星際少女(03)拾回進度26%,羽毛冰塊,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3276,"來來到灰星的五人終於破解了灰星的祕密，救出了朱利安！

拯救朱利安時，無意中破壞了裝有劇毒的氣管，導致整個灰星的毒霧性質發生變化。性質改變的毒霧威力極大，為了自救，一行人竟然發現了一處在灰星之中也無任何毒霧的世外桃源……

這世外桃源等待救援的過程中，他們發現創造這個世外桃源的人擁有舒越的肺。舒越取回肺的同時，還獲得當年改造的線索，一行人踏上尋找舒越其他器官的路途……"
龍之狂想04 分別上路,東邦,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,架空,冒險,,https://mojoin.com/novels/3719,"被踢出校園作任務的南陵才想說這一路上她會很無聊，結果老天就送了一個因為覬覦她俊美外貌，硬纏上她的女娃兒，外加師兄師姐纏在她身邊。任務要完成有這麼困難嗎？路才走到一半，她竟然捲入她閃也閃不掉的麻煩事，最後連她人也跟著失蹤！？
同時被阿魯克斯踢出校園的雷力和紫淵，前者被駱曉曉纏上，甩都甩不掉，只好認命身後會跟著兩條尾巴，不過卻是相當好用的尾巴，至少雷力不用費什麼力氣就如願達成任務。
後者則是能偷懶就偷懶，完全不把任務看在眼底，只是等他好不容易找回一點良心，肯去做任務了，結果，因為他無人能比的美貌又惹來一堆麻煩。氣得紫淵只能大喊：我是男的！
龍皇的責任、龍族大長老出現、自稱雪冰蓮的守護靈精……這一切的一切將讓三人在這一趟任務旅程中獲得什麼呢？"
